"species","birdID","date","longitude","latitude","dayOfYear","delta","h","The_turbidity_factor","C_t","I_h","D_h","G_h"
"Black-crowned night heron","Smith","13-11-2016",-81.033,26.352,318,4.40597640560458,-1.52567134606176,0.79412111880358,0.990933152502266,-1223.97659394373,591.216842601315,-632.759751342417
"Black-crowned night heron","Smith","02-02-2017",-80.633,26.147,33,-23.4417858312744,0.89409970063263,0.805996497156194,1.03110124016535,749.69549522186,42.9183840684928,792.613879290353
"Black-crowned night heron","Smith","07-02-2017",-80.628,26.157,38,-4.45503587941935,0.766905670316311,0.797899802080776,0.995649234552668,624.833316609582,39.9794280438011,664.812744653383
"Black-crowned night heron","Smith","29-03-2017",-80.548,26.154,88,16.3972891787754,-1.23886346633964,0.789007552589008,0.986954252871709,-1154.74709133591,715.883158294738,-438.863933041172
"Black-crowned night heron","Smith","01-04-2017",-76.797,37.169,91,-19.1822037529948,1.37333231517341,0.804180044244348,1.01734601952802,960.485283278736,47.9938710000768,1008.47915427881
"Black-crowned night heron","Smith","15-05-2017",-77.153,38.94,135,-23.4475123519264,1.12645560692542,0.805998939169265,1.01682565549372,875.903044174269,46.2131006990472,922.116144873316
"Black-crowned night heron","Smith","30-06-2017",-77.125,38.886,181,-4.25654056765847,0.731039744196268,0.797815155892392,0.966085134209752,578.985574426501,39.1638414754217,618.149415901923
"Black-crowned night heron","Smith","30-06-2017",-77.134,38.933,181,-4.25654056765847,0.778039744196265,0.797815155892392,0.966085134209752,614.488425449485,40.2173723163305,654.705797765815
"Black-crowned night heron","Smith","06-08-2017",-77.051,38.93,218,-23.1073568812946,0.776300136293681,0.805853883531469,0.97558850714503,625.473027878633,40.5846798517564,666.057707730389
"Black-crowned night heron","Smith","21-08-2017",-75.426,39.226,233,17.2090673151884,-1.54501221711185,0.78866137854363,1.00315541144246,-1231.288954705,585.814318215476,-645.474636489522
"Black-crowned night heron","Smith","12-11-2017",-81.016,26.356,316,19.4827508093285,0.980732443302996,0.787691790699647,1.0335696979942,790.802651297463,43.3287016809658,834.131352978429
"Black-crowned night heron","Smith","27-11-2017",-81.001,26.359,331,-1.46742934766547,-1.12289179215223,0.796625769444633,0.978003961498552,-1108.91210586068,881.017391144622,-227.894714716061
"Black-crowned night heron","Smith","02-12-2017",-81.002,26.361,336,22.5352661929596,-0.886655173344275,0.786390078382533,1.0186219373441,-1003.58232189212,2069.21186415053,1065.62954225841
"Brown pelican","Grindylow","19-07-2017",-76.0889,38.1507,200,-6.88699802497328,0.515395452078725,0.798936886151375,0.966107827771039,399.48356011541,33.2373014012855,432.720861516695
"Brown pelican","Grindylow","20-07-2017",-76.0647,38.1422,201,14.8890857526798,-0.308830654603251,0.78965070970035,0.983964725774323,-495.141779308661,0.106010166356203,-495.035769142304
"Brown pelican","Grindylow","25-07-2017",-76.3738,38.3282,206,-14.4749936442271,-0.966914859995467,0.802172705178775,0.966701736553297,-1021.85794272724,1415.10580649363,393.247863766387
"Brown pelican","Grindylow","27-07-2017",-76.239,38.3344,208,22.6371519342102,-1.56008112463571,0.786346630305241,1.00760819122636,-1233.4195437153,583.561702066288,-649.85784164901
"Brown pelican","Grindylow","31-07-2017",-76.4254,38.2647,212,-20.1332261723442,-0.278462080933014,0.804585597514859,0.969948165911799,-470.568289664023,0.331352039316347,-470.236937624707
"Brown pelican","Grindylow","03-08-2017",-76.2939,38.4173,215,21.9898495603387,-0.851309155082542,0.786622665432691,1.02750693925974,-987.833510373532,2615.63221334758,1627.79870297405
"Brown pelican","Grindylow","04-08-2017",-76.1478,38.2617,216,5.34713722498369,0.0721600876765201,0.79371977090619,1.03167818806764,13.298952687864,14.0854554855946,27.3844081734586
"Brown pelican","Grindylow","05-08-2017",-75.9856,38.1802,217,-16.0862938763393,-0.711377561482092,0.802859826812938,1.00672465685761,-880.292304325741,13682.3526267968,12802.060322471
"Brown pelican","Grindylow","07-08-2017",-76.3902,38.3086,219,-9.42559450785783,-0.960491622783971,0.800019443286933,0.966896171383945,-1015.49918205482,1449.55101958585,434.051837531029
"Brown pelican","Grindylow","10-08-2017",-76.3815,38.7652,222,13.1872416041474,1.1255791596606,0.79037644281273,1.03386689580964,872.903303155428,45.3080394077055,918.211342563134
"Brown pelican","Grindylow","10-08-2017",-76.4724,38.74,222,13.1872416041474,1.1507791596606,0.79037644281273,1.03386689580964,884.5944849166,45.5680017357709,930.162486652371
"Brown pelican","Grindylow","10-08-2017",-76.4391,38.8776,222,13.1872416041474,1.0131791596606,0.79037644281273,1.03386689580964,813.187936779693,43.9384236173095,857.126360397002
"Brown pelican","Grindylow","11-08-2017",-76.3433,38.5186,223,-8.88869230182055,-1.28739382882125,0.799790487122312,1.01576927354235,-1220.85650437194,684.498081319974,-536.358423051968
"Brown pelican","Grindylow","16-08-2017",-76.2886,38.1937,228,19.2692621632373,1.49591441157099,0.787782830634014,1.03335778604735,974.069735076913,47.3938807066313,1021.46361578354
"Brown pelican","Grindylow","29-08-2017",-76.0703,38.1857,241,15.3350202998746,-0.711265201798047,0.789460545714339,1.03303389191021,-888.129155408367,13482.168461556,12594.0393061476
"Brown pelican","Grindylow","08-09-2017",-76.2084,38.3694,251,-6.42566192600781,0.758031551044195,0.798740154339449,0.976660202533943,606.825834100509,39.8250224702987,646.650856570807
"Brown pelican","Grindylow","08-09-2017",-76.1652,38.1393,251,-6.42566192600781,0.988131551044195,0.798740154339449,0.976660202533943,762.059499490946,44.0456773958204,806.105176886766
"Brown pelican","Grindylow","11-09-2017",-76.3187,38.3364,254,10.4349181083121,-1.19794433617467,0.791550141531637,1.02659521173804,-1189.47619391378,762.215268539567,-427.260925374216
"Brown pelican","Grindylow","13-09-2017",-76.1046,38.1195,256,-23.4078662190443,0.266309474043285,0.805982032502791,0.96967137115613,171.565572290201,23.8497232807254,195.415295570926
"Brown pelican","Grindylow","15-09-2017",-76.26,38.3747,258,7.84787615563251,0.681693635264452,0.792653357716148,0.998647114162341,554.726318942253,37.7215647158961,592.44788365815
"Brown pelican","Grindylow","23-11-2017",-76.0144,37.1645,327,-15.8084057440647,-1.13662695983313,0.802741324411115,0.994756463347735,-1142.89309745767,862.793704196807,-280.099393260861
"Brown pelican","Grindylow","25-11-2017",-75.7082,35.2154,329,22.1186340999878,1.04040104114186,0.786567746652457,1.03272832178628,823.859313537094,44.0890157825678,867.948329319662
"Brown pelican","Grindylow","29-11-2017",-75.805,35.1158,333,-20.9724933706627,1.11042193284137,0.804943493974696,0.985578841891615,840.347012140863,45.9755831502438,886.322595291107
"Brown pelican","Grindylow","03-12-2017",-75.7608,35.2042,337,7.03219914699957,-1.46846329748719,0.793001194393604,0.986124274219745,-1211.85663203579,598.793739208647,-613.062892827141
"Brown pelican","Grindylow","06-12-2017",-75.7218,35.2174,340,-10.9980896645233,-0.66239618747127,0.800690016914509,1.0093565388335,-839.38116304087,42881.3211404907,42041.9399774498
"Brown pelican","Plimpy","19-07-2017",-76.0889,38.1507,200,-6.88699802497328,0.515395452078725,0.798936886151375,0.966107827771039,399.48356011541,33.2373014012855,432.720861516695
"Brown pelican","Plimpy","22-07-2017",-76.1844,38.0815,203,10.8635672773467,-0.514395167140067,0.791367348709021,1.03393482067106,-716.742165423242,3924929733270.19,3924929732553.45
"Brown pelican","Plimpy","22-07-2017",-76.2011,38.1989,203,10.8635672773467,-0.63179516714007,0.791367348709021,1.03393482067106,-823.236840152713,123284.225458683,122460.98861853
"Brown pelican","Plimpy","25-07-2017",-76.0641,38.112,206,-14.4749936442271,-0.750714859995467,0.802172705178775,0.966701736553297,-874.943437938892,7294.74759689998,6419.80415896108
"Brown pelican","Plimpy","27-07-2017",-76.2397,38.3088,208,22.6371519342102,-1.5344811246357,0.786346630305241,1.00760819122636,-1232.7736135883,584.730229661561,-648.04338392674
"Brown pelican","Plimpy","27-07-2017",-76.4641,38.3657,208,22.6371519342102,-1.5502115289541,0.786346630305241,1.00760819122636,-1233.25379703229,583.861079451483,-649.392717580803
"Brown pelican","Plimpy","30-07-2017",-76.1735,38.1607,211,-21.1393186062169,-1.18055451480572,0.805014634800092,0.997144357862833,-1167.97683568479,797.563508944132,-370.413326740653
"Brown pelican","Plimpy","01-08-2017",-76.2252,38.1647,213,-1.08895360861304,0.0162545612593729,0.796464372540986,0.970381491630324,0.00577164542184531,11.2482492315332,11.254020876955
"Brown pelican","Plimpy","01-08-2017",-76.2037,38.172,213,-1.08895360861304,0.00895456125937927,0.796464372540986,0.970381491630324,4.68658900146939e-06,10.8727871260611,10.8727918126501
"Brown pelican","Plimpy","02-08-2017",-76.0704,38.1338,214,18.930956996289,1.2175092446227,0.787927097229728,0.998045937351179,878.101306056906,46.0338076628909,924.135113719797
"Brown pelican","Plimpy","04-08-2017",-76.0623,38.1643,216,5.34713722498369,0.16956008767652,0.79371977090619,1.03167818806764,87.4279913920616,18.9759078752932,106.403899267355
"Brown pelican","Plimpy","09-08-2017",-76.205,38.1933,221,23.4481868224937,-0.607946236352256,0.786000773210024,1.02082745025473,-786.617328147247,390145.610698389,389358.993370242
"Brown pelican","Plimpy","21-08-2017",-76.0625,38.186,233,17.2090673151884,-0.556580436477945,0.78866137854363,1.00315541144246,-730.746926952116,40057047.1957504,40056316.4488234
"Brown pelican","Plimpy","24-08-2017",-76.2211,38.2642,236,-14.0117079680306,-0.43962918379901,0.801975141990631,1.00165353901832,-634.318097000669,8.90337441980409e-16,-634.318097000669
"Brown pelican","Plimpy","27-08-2017",-76.1108,37.9688,239,10.3433913977488,-0.921871046738006,0.791589172111834,0.993570606115585,-1008.42238277733,1714.73704325712,706.314660479786
"Brown pelican","Plimpy","27-08-2017",-76.1355,37.9535,239,10.3433913977488,-0.906571046738002,0.791589172111834,0.993570606115585,-998.532441093481,1858.19767835017,859.66523725669
"Brown pelican","Plimpy","30-08-2017",-76.1864,38.2405,242,-6.32741593381355,0.985177543238452,0.79869825839395,1.01107656438819,787.09352814172,43.9999548705101,831.09348301223
"Brown pelican","Plimpy","02-09-2017",-75.962,38.1798,245,2.09876530961003,-0.0472808258926488,0.795105004132363,0.984497962619566,-791.555417821653,8.0201950819833,-783.53522273967
"Brown pelican","Plimpy","13-09-2017",-76.0097,38.2155,256,-23.4078662190443,0.362309474043282,0.805982032502791,0.96967137115613,262.399889498877,27.9491418663148,290.349031365192
"Brown pelican","Plimpy","24-11-2017",-76.2266,37.8602,328,5.71548042335826,0.842003286051089,0.793562694915412,1.02543463616156,697.109005158865,41.3016345747181,738.410639733583
"Brown pelican","Plimpy","29-11-2017",-75.9904,37.0698,333,-20.9724933706627,0.0771707207484274,0.804943493974696,0.985578841891615,15.4852298471896,14.5452619779202,30.0304918251098
"Brown pelican","Plimpy","01-12-2017",-75.5119,35.7629,335,17.8480672883317,0.636073116924416,0.788388883885573,1.03399867715375,531.868724775962,36.3400100808756,568.208734856838
"Brown pelican","Plimpy","04-12-2017",-76.0456,35.0979,338,-14.7713025057521,1.17451637511028,0.80229906290224,0.966383889386573,849.221973391883,46.4885318426487,895.710505234532
"Brown pelican","Plimpy","06-12-2017",-75.7816,35.2044,340,-10.9980896645233,-0.649396187471272,0.800690016914509,1.0093565388335,-828.297657569652,64562.5132042041,63734.2155466345
"Brown pelican","Yeti","19-07-2017",-76.0889,38.1507,200,-6.88699802497328,0.515395452078725,0.798936886151375,0.966107827771039,399.48356011541,33.2373014012855,432.720861516695
"Brown pelican","Yeti","28-07-2017",-76.1329,38.2328,209,17.5998909721796,-0.212556779486698,0.788494716003335,1.03199524125306,-434.580774082254,1.47053704822187,-433.110237034033
"Brown pelican","Yeti","30-07-2017",-76.0355,37.9359,211,-21.1393186062169,-0.955754514805718,0.805014634800092,0.997144357862833,-1050.85961947537,1488.40108484518,437.541465369805
"Brown pelican","Yeti","30-07-2017",-76.0217,37.9233,211,-21.1393186062169,-0.943154514805719,0.805014634800092,0.997144357862833,-1042.92563666095,1574.1027360547,531.177099393743
"Brown pelican","Yeti","30-07-2017",-76.2988,37.9176,211,-21.1393186062169,-0.937454514805722,0.805014634800092,0.997144357862833,-1039.29144845281,1616.24669152125,576.955243068438
"Brown pelican","Yeti","30-07-2017",-76.1681,37.9382,211,-21.1393186062169,-0.958054514805723,0.805014634800092,0.997144357862833,-1052.29301544343,1473.77704053568,421.484025092252
"Brown pelican","Yeti","01-08-2017",-76.1106,38.2744,213,-1.08895360861304,-0.0934454387406237,0.796464372540986,0.970381491630324,-397.070761038092,5.84149739539622,-391.229263642696
"Brown pelican","Yeti","02-08-2017",-76.4048,38.2618,214,18.930956996289,1.0895092446227,0.787927097229728,0.998045937351179,822.888189046101,44.7673192688737,867.655508314975
"Brown pelican","Yeti","02-08-2017",-76.4109,38.2786,214,18.930956996289,1.0727092446227,0.787927097229728,0.998045937351179,814.477442162558,44.5688434596795,859.046285622238
"Brown pelican","Yeti","02-08-2017",-76.2386,38.3342,214,18.930956996289,1.0171092446227,0.787927097229728,0.998045937351179,784.785237490837,43.8559708544721,828.641208345309
"Brown pelican","Yeti","05-08-2017",-76.3954,38.2684,217,-16.0862938763393,-0.623177561482091,0.802859826812938,1.00672465685761,-805.723924706776,182415.094725756,181609.370801049
"Brown pelican","Yeti","07-08-2017",-76.3723,38.2268,219,-9.42559450785783,-1.04229162278397,0.800019443286933,0.966896171383945,-1061.50198387006,1084.46071097401,22.9587271039541
"Brown pelican","Yeti","07-08-2017",-76.2488,38.3315,219,-9.42559450785783,-0.937591622783972,0.800019443286933,0.966896171383945,-1001.59601757198,1605.18390030225,603.587882730269
"Brown pelican","Yeti","13-08-2017",-76.0935,38.1208,225,-16.5056431874205,-0.351428250400911,0.803038653811267,0.966047883146672,-532.565155014148,0.00831393804083413,-532.556841076107
"Brown pelican","Yeti","21-08-2017",-76.0761,38.1448,233,17.2090673151884,-0.515380436477941,0.78866137854363,1.00315541144246,-693.916293050948,2367956231182.51,2367956230488.59
"Brown pelican","Yeti","24-08-2017",-76.2454,38.0428,236,-14.0117079680306,-0.218229183799007,0.801975141990631,1.00165353901832,-433.394163452988,1.35556540994239,-432.038598043046
"Brown pelican","Yeti","27-08-2017",-76.0378,37.9314,239,10.3433913977488,-0.884471046738,0.791589172111834,0.993570606115585,-983.910059504849,2110.64206937684,1126.73200987199
"Brown pelican","Yeti","29-08-2017",-75.9305,38.1422,241,15.3350202998746,-0.754765201798041,0.789460545714339,1.03303389191021,-923.390431065803,6797.21486015125,5873.82442908545
"Brown pelican","Yeti","04-09-2017",-76.0699,38.1631,247,20.6816137947638,0.202726610492374,0.787180548488374,1.03396675298194,117.454557135891,20.3990453873438,137.853602523235
"Brown pelican","Yeti","13-09-2017",-76.3508,38.3046,256,-23.4078662190443,0.451409474043284,0.805982032502791,0.96967137115613,345.952346237055,31.3378580017952,377.29020423885
"Brown pelican","Yeti","13-09-2017",-76.2119,38.3042,256,-23.4078662190443,0.451009474043285,0.805982032502791,0.96967137115613,345.581815121572,31.3235283451896,376.905343466761
"Brown pelican","Yeti","17-09-2017",-76.2547,38.3309,260,17.2782556078221,-0.63229214384424,0.788631873941227,1.03145462716697,-818.856608906585,120359.437480574,119540.580871667
"Brown pelican","Yeti","29-11-2017",-76.3648,38.2323,333,-20.9724933706627,-1.08532927925157,0.804943493974696,0.985578841891615,-1111.05583940923,970.755109545861,-140.300729863364
"Brown pelican","Yeti","29-11-2017",-76.4111,38.2568,333,-20.9724933706627,-1.10982927925157,0.804943493974696,0.985578841891615,-1123.02240029278,916.087737973251,-206.934662319525
"Brown pelican","Yeti","01-12-2017",-76.3927,38.2675,335,17.8480672883317,0.000919536665381028,0.788388883885573,1.03399867715375,4.09231393437425e-62,10.3546343166616,10.3546343166616
"Brown pelican","Yeti","04-12-2017",-76.0185,37.9243,338,-14.7713025057521,-0.859323721520487,0.80229906290224,0.966383889386573,-953.065084472341,2519.91041554717,1566.84533107483
"Brown pelican","Yeti","06-12-2017",-76.2429,37.8656,340,-10.9980896645233,0.169003533881479,0.800690016914509,1.0093565388335,85.7911835967596,19.1152120988045,104.906395695564
"Long-billed curlew","141772","18-03-2017",-97.3135,27.4731,77,-19.0202927336006,-0.940299256548592,0.804110999033518,1.03133954317064,-1075.60280806741,1593.14367007346,517.540862006059
"Long-billed curlew","141772","21-03-2017",-97.3278,27.4413,80,16.1965908712333,0.24913484120241,0.789093138221223,0.97083469482967,152.403807039009,22.5846253430033,174.988432382012
"Long-billed curlew","141772","31-03-2017",-101.8206,33.8165,90,-21.8363690710151,0.674997633193712,0.805311884465252,1.03397869164563,577.701139780816,38.1526095198932,615.853749300709
"Long-billed curlew","141772","02-04-2017",-101.2301,37.9679,92,0.658081843128912,1.18150264058847,0.795719368083954,0.984765497051608,861.116646032893,46.1725427977351,907.289188830628
"Long-billed curlew","141772","02-04-2017",-101.2199,37.9669,92,0.658081843128912,1.18050264058847,0.795719368083954,0.984765497051608,860.713263833679,46.1632781474192,906.876541981098
"Long-billed curlew","141772","07-04-2017",-101.2469,38.1875,97,-22.7458592078372,-0.327697537163815,0.805699726741082,1.02482590107382,-544.094769670028,0.0421579878272846,-544.0526116822
"Long-billed curlew","141772","05-06-2017",-103.7578,43.2304,156,6.93473847559758,0.167346008119797,0.793042755447506,0.966065242776171,79.9288583474289,18.8519374070668,98.7807957544958
"Long-billed curlew","141772","09-06-2017",-103.774,43.0881,160,-20.9266215049077,0.387927893683028,0.804923932411475,1.02058794774956,301.247495946286,28.926304021382,330.173799967668
"Long-billed curlew","141772","12-06-2017",-103.9407,43.4184,163,18.6430475532499,1.21340754482666,0.788049873111621,0.975799658308385,857.175440687279,46.0069210960523,903.182361783331
"Long-billed curlew","141772","15-06-2017",-103.77,43.4564,166,-15.7328492153094,-1.06978512389818,0.802709104142989,1.02732836563017,-1146.70901704314,1007.43369139041,-139.27532565273
"Long-billed curlew","141772","22-06-2017",-97.2752,27.5291,173,-22.9023354920657,1.40484329216586,0.805766454367619,1.00731357913791,959.156913567784,48.2217969266877,1007.37871049447
"Long-billed curlew","141772","24-06-2017",-97.2843,27.4455,175,4.30566021328814,-0.422105115211593,0.79416389756363,0.966764084026314,-590.548876539812,3.11544456160884e-09,-590.548876536697
"Long-billed curlew","141772","25-06-2017",-97.3283,27.4334,176,21.5976158536492,1.12339516596615,0.786789929273497,0.98807385015089,829.461899154104,45.0792286969794,874.541127851084
"Long-billed curlew","141772","19-07-2017",-97.2766,27.5331,200,-6.88699802497328,-1.43337516228045,0.798936886151375,0.966107827771039,-1191.75912930418,611.968498619251,-579.790630684928
"Long-billed curlew","141772","08-08-2017",-97.3303,27.4608,220,12.7009431891341,-0.622689869711804,0.790583819535551,0.988639342986334,-778.740013145858,183735.802161456,182957.06214831
"Long-billed curlew","141772","18-08-2017",-97.3254,27.4602,230,-19.8280007792357,-1.40648535140614,0.80445543743251,0.99209879367823,-1227.90672682225,624.877287232951,-603.029439589297
"Long-billed curlew","141772","20-08-2017",-97.3274,27.4606,232,-3.78253408987085,1.39800388076781,0.797613020933847,0.973218337984068,916.100996227167,47.7071971262969,963.808193353464
"Long-billed curlew","141772","23-08-2017",-97.3265,27.4601,235,7.9440075186018,0.904259766935457,0.792612363531513,1.02946956994727,743.044368043267,42.3813137746955,785.425681817962
"Long-billed curlew","141772","25-08-2017",-97.3304,27.4291,237,-23.4137616574536,0.993417126778013,0.805984546549021,0.972317251941618,768.621176441742,44.5228908353061,813.144067277048
"Long-billed curlew","141772","28-08-2017",-97.4493,27.5938,240,23.2581851373002,-0.376774117684844,0.786081797382814,1.02462001155358,-576.776043603643,0.000566674519778987,-576.775476929123
"Long-billed curlew","141772","04-09-2017",-97.278,27.4551,247,20.6816137947638,1.08049542873824,0.787180548488374,1.03396675298194,847.06040968742,44.6194741286036,891.679883816023
"Long-billed curlew","141772","04-09-2017",-97.2749,27.5371,247,20.6816137947638,0.998495428738247,0.787180548488374,1.03396675298194,801.32488330196,43.5563175230243,844.881200824984
"Long-billed curlew","141772","16-09-2017",-97.2847,27.4521,259,22.757958366744,-0.0182473471287335,0.786295113702881,1.02785638799093,-25043.104258257,9.36349919156906,-25033.7407590654
"Long-billed curlew","141772","24-09-2017",-97.3428,27.435,267,4.87758343633906,-1.00452833826251,0.793920007063395,1.01523358667712,-1084.69535031816,1214.98323549081,130.28788517265
"Long-billed curlew","141772","26-09-2017",-97.2907,27.4415,269,-23.0205506489127,1.37422813531888,0.805816865948364,0.966021272089799,914.070570580672,48.0956712992261,962.166241879898
"Long-billed curlew","141773","19-03-2017",-97.226,27.6332,78,-21.9365714549283,0.875085324286534,0.805354614692933,1.02802726525766,733.402476490606,42.5411336355874,775.943610126193
"Long-billed curlew","141773","22-03-2017",-97.2191,27.6408,81,23.0809733696207,-0.152562350005417,0.786157367432998,0.969536987809107,-372.486164233185,3.33292979882546,-369.153234434359
"Long-billed curlew","141773","26-03-2017",-102.2095,42.1482,85,-13.0612339587465,0.231562520925099,0.801569822583687,1.00848436401109,143.930239732052,22.1317618309557,166.062001563008
"Long-billed curlew","141773","03-04-2017",-102.2017,42.1579,93,19.9087650215907,-1.31280992351414,0.787510121525974,0.966191506328441,-1150.4365376705,656.765677895,-493.670859775496
"Long-billed curlew","141773","15-04-2017",-102.2128,42.1699,105,6.47369439363547,-0.43210990991809,0.793239362731925,0.973404149743838,-602.939173673379,3.45183797278904e-12,-602.939173673376
"Long-billed curlew","141773","24-04-2017",-102.2146,42.1564,114,6.27929537988547,-0.25121089616809,0.79332226209813,1.01550294955111,-461.834363328433,0.682668755422818,-461.151694573011
"Long-billed curlew","141773","21-05-2017",-102.1549,42.1367,141,-22.0071532761839,0.258796122406839,0.805384713550611,1.02441077944796,173.6734186975,23.4920786543747,197.165497351874
"Long-billed curlew","141773","02-06-2017",-102.1981,42.1539,153,-10.9078174742963,-1.2254386900647,0.800651521311001,1.0332980562768,-1221.82029989253,739.951772741006,-481.868527151519
"Long-billed curlew","141773","22-06-2017",-102.2927,42.0751,173,-22.9023354920657,-0.574786093474969,0.805766454367619,1.00731357913791,-766.152820342325,4760605.96907825,4759839.81625791
"Long-billed curlew","141773","24-06-2017",-102.2173,42.1659,175,4.30566021328814,1.40966838316056,0.79416389756363,0.966764084026314,908.108599984973,47.5454973019187,955.654097286892
"Long-billed curlew","141773","29-06-2017",-97.2089,27.6365,180,-21.5781054305585,0.519919299916719,0.805201750716656,0.983699081968608,414.080076725935,33.6454210896085,447.725497815543
"Long-billed curlew","141773","23-07-2017",-97.2132,27.6362,204,-11.3314084592256,0.3022997106468,0.800832157125469,1.02010574276535,214.842508594741,25.278318378967,240.120826973708
"Long-billed curlew","141773","30-07-2017",-97.2434,27.6419,211,-21.1393186062169,0.086532475575101,0.805014634800092,0.997144357862833,21.0717409875179,15.0325325784614,36.1042735659793
"Long-billed curlew","141773","31-07-2017",-97.2487,27.639,212,-20.1332261723442,-0.922459958297605,0.804585597514859,0.969948165911799,-1000.98352256772,1737.71257189668,736.729049328953
"Long-billed curlew","141773","09-08-2017",-97.2351,27.6279,221,23.4481868224937,-0.532675802878364,0.786000773210024,1.02082745025473,-719.522279570165,4252928637.74276,4252927918.22048
"Long-billed curlew","141773","19-08-2017",-97.2285,27.6344,231,-21.3852086197061,0.324922489064299,0.805119491948702,0.967904201073162,226.317135857656,26.3796057248962,252.696741582552
"Long-billed curlew","141773","24-08-2017",-97.2242,27.6302,236,-14.0117079680306,-0.769592855431615,0.801975141990631,1.00165353901832,-921.074335914101,5725.78337190074,4804.70903598664
"Long-billed curlew","141773","29-08-2017",-97.233,27.6285,241,15.3350202998746,1.29790541256113,0.789460545714339,1.03303389191021,938.015766518902,46.7082421913517,984.724008710254
"Long-billed curlew","141773","11-09-2017",-97.2043,27.6408,254,10.4349181083121,-0.0728777030559468,0.791550141531637,1.02659521173804,-482.215896035166,6.75466029853904,-475.461235736627
"Long-billed curlew","141773","16-09-2017",-97.2039,27.6388,259,22.757958366744,0.168452652871265,0.786295113702881,1.02785638799093,85.3021487661511,18.7449726515572,104.047121417708
"Long-billed curlew","141773","06-10-2017",-97.2156,27.6374,279,18.991028036178,-0.792390329847526,0.787901480581587,1.02916477837644,-947.365280888532,4365.55754580769,3418.19226491916
"Long-billed curlew","141773","11-10-2017",-97.2126,27.6392,284,17.5322574455931,-0.888631733157413,0.788523557592498,1.02503124603736,-1013.99374222159,2050.38424006025,1036.39049783865
"Long-billed curlew","141773","22-11-2017",-97.2113,27.6412,326,-23.1688951495207,1.02618363471085,0.805880125863335,0.968899173950197,784.228256873011,44.9803416805461,829.208598553557
"Long-billed curlew","141773","01-12-2017",-97.2417,27.6534,335,17.8480672883317,-1.190241575896,0.788388883885573,1.03399867715375,-1190.14588502553,768.613754941363,-421.532130084165
"Long-billed curlew","141773","03-12-2017",-97.2379,27.6273,337,7.03219914699957,-0.174748604666777,0.793001194393604,0.986124274219745,-392.561959801679,2.58201621552233,-389.979943586156
"Long-billed curlew","141773","06-12-2017",-97.2087,27.6418,340,-10.9980896645233,0.630018505349142,0.800690016914509,1.0093565388335,522.013920043359,36.741684813652,558.755604857011
"Long-billed curlew","154067","16-03-2017",-81.3117,31.3504,75,20.0548442405068,0.299981471928942,0.787447827615989,0.974969447580271,199.748681273562,24.7576064596617,224.506287733224
"Long-billed curlew","154067","17-03-2017",-81.2914,31.3687,76,0.937043566597384,0.586526224299581,0.795600407860726,1.00583838962225,478.717266805038,35.2823872002056,513.999654005244
"Long-billed curlew","154067","22-03-2017",-81.2807,31.3512,81,23.0809733696207,-0.41624499640479,0.786157367432998,0.969536987809107,-581.047639451696,4.88824900466917e-08,-581.047639402814
"Long-billed curlew","154067","22-03-2017",-81.2743,31.3099,81,23.0809733696207,-0.374944996404791,0.786157367432998,0.969536987809107,-544.18981540108,0.000721172704687827,-544.189094228375
"Long-billed curlew","154067","25-03-2017",-81.3015,31.3536,84,-23.4495846990442,-0.174686738777169,0.805999822899379,1.03228904172801,-417.638576270592,2.62642035730992,-415.012155913282
"Long-billed curlew","154067","03-04-2017",-81.2712,31.309,93,19.9087650215907,0.404660690845032,0.787510121525974,0.966191506328441,294.346622202888,28.9308992717595,323.277521474647
"Long-billed curlew","154067","04-04-2017",-81.2926,31.3537,94,21.3223719884031,-0.964246275967329,0.786907304056118,0.978700888771048,-1013.27811344295,1403.55026002666,390.272146583711
"Long-billed curlew","154067","07-04-2017",-81.2873,31.3084,97,-22.7458592078372,-0.92361222998423,0.805699726741082,1.02482590107382,-1059.85484018129,1730.06145027998,670.206610098692
"Long-billed curlew","154067","12-04-2017",-101.9905,40.266,102,-10.4796347914062,1.09064399282541,0.800468927416378,1.02931884165778,862.766673229127,45.4932401360906,908.259913365217
"Long-billed curlew","154067","17-04-2017",-103.0624,42.0666,107,18.2208031507355,0.283851947341032,0.788229934690518,0.991807392325969,188.146514055187,24.0907568886863,212.237270943874
"Long-billed curlew","154067","18-04-2017",-102.4878,44.3402,108,-2.25016216895028,-1.03726869189828,0.796959557428124,1.02334054273084,-1116.37194566144,1096.68853581077,-19.6834098506722
"Long-billed curlew","154067","19-04-2017",-106.884,50.9171,109,-20.7051152421402,-0.936380536369809,0.804829473450806,1.0334145057894,-1076.13419086445,1624.06824905282,547.934058188378
"Long-billed curlew","154067","26-04-2017",-106.8531,50.9318,116,-23.2517554419001,0.356128082539956,0.805915460742815,1.02106370082701,270.123838692119,27.6969212783051,297.820759970424
"Long-billed curlew","154067","28-04-2017",-106.8928,50.9261,118,11.8815680256787,0.225376195551103,0.79093323325131,0.966965865518621,130.588351107464,21.5533423486605,152.141693456125
"Long-billed curlew","154067","01-05-2017",-106.9005,50.9155,121,-7.99099470137089,-0.787030609959715,0.79940767364664,1.03156802490513,-959.271527928348,4685.53250418799,3726.26097625964
