"species","birdID","date","longitude","latitude","dayOfYear","delta","h","The_turbidity_factor","C_t","I_h","D_h","G_h"
"Long-billed curlew","154067","03-05-2017",-106.8853,50.9235,123,-17.1750910376992,0.554348985518689,0.803324132638678,0.998345437287195,450.808472925552,34.6558404101208,485.464313335673
"Long-billed curlew","154067","07-05-2017",-106.8849,50.9184,127,0.45612797463496,1.37400675886655,0.795805489136616,1.0267822934129,959.445452411464,47.4971339065477,1006.94258631801
"Long-billed curlew","154067","11-05-2017",-106.8691,50.9343,131,16.5410934346078,-1.40648370269936,0.788946228812534,0.966642412229921,-1173.33388581019,612.830767313013,-560.503118497179
"Long-billed curlew","154069","20-03-2017",-102.4759,35.0257,79,-5.19897930885044,-0.954771138978028,0.798217048745778,0.998946848921139,-1043.2594799124,1482.12363971636,438.864159803964
"Long-billed curlew","154069","26-03-2017",-102.5623,34.9918,85,-13.0612339587465,-0.64165217189532,0.801569822583687,1.00848436401109,-821.840290252168,84936.2862874509,84114.4459971987
"Long-billed curlew","154069","28-03-2017",-102.4908,35.056,87,23.0300157924503,1.03040991998542,0.786179097743092,0.966531194124603,765.429599942264,43.9367652448903,809.366365187154
"Long-billed curlew","154069","01-04-2017",-102.5309,34.8323,91,-19.1822037529948,-0.963367684826587,0.804180044244348,1.01734601952802,-1075.85575042887,1439.61109797899,363.755347550125
"Long-billed curlew","154069","02-04-2017",-102.6246,34.9322,92,0.658081843128912,-1.28739529417826,0.795719368083954,0.984765497051608,-1177.56863306655,681.012750350561,-496.555882715988
"Long-billed curlew","154069","03-04-2017",-102.4942,34.9924,93,19.9087650215907,-0.946468037255241,0.787510121525974,0.966191506328441,-990.568236676228,1516.88918222853,526.320945552301
"Long-billed curlew","154069","10-04-2017",-102.0569,35.7172,100,23.4048195962448,1.31680611619089,0.786019266696697,0.97214419966009,883.97727928856,46.6188437975802,930.59612308614
"Long-billed curlew","154069","14-04-2017",-106.8643,50.955,104,-15.219664868359,-1.36957718382154,0.802490262203991,1.00345391392569,-1231.61364988883,638.296824959444,-593.316824929385
"Long-billed curlew","154069","15-04-2017",-106.8756,50.9883,105,6.47369439363547,1.03848787068747,0.793239362731925,0.973404149743838,782.107249171003,44.4379895182725,826.545238689275
"Long-billed curlew","154069","17-04-2017",-106.8489,50.9376,107,18.2208031507355,0.269926013428346,0.788229934690518,0.991807392325969,175.018160895669,23.483620940104,198.501781835773
"Long-billed curlew","154069","22-04-2017",-106.9093,50.9196,112,18.3472902301344,0.414413092827224,0.788175995637469,0.966033292347302,303.458076949061,29.3167376180352,332.774814567096
"Long-billed curlew","154069","27-04-2017",-106.8889,50.8957,117,-10.2985311975811,-0.0668255474198964,0.800391697738841,0.988922466622521,-506.223696020393,7.11971464158975,-499.103981378804
"Long-billed curlew","154069","04-05-2017",-106.8992,50.9145,124,3.83183051839564,-1.52957600455235,0.794365957135013,0.970529918904233,-1199.3205775193,591.067298860534,-608.253278658766
"Long-billed curlew","154069","25-05-2017",-106.8618,50.916,145,21.1176455235587,-0.0467757326617709,0.78699460745264,1.00195508586187,-812.625469944454,7.96295214590938,-804.662517798545
"Long-billed curlew","154069","25-05-2017",-106.8618,50.916,145,21.1176455235587,-0.0467757326617709,0.78699460745264,1.00195508586187,-812.625469944454,7.96295214590938,-804.662517798545
"Long-billed curlew","154069","29-06-2017",-106.8136,50.9117,180,-21.5781054305585,-1.33762192880163,0.805201750716656,0.983699081968608,-1204.06306221738,656.638472385261,-547.424589832117
"Long-billed curlew","154069","02-07-2017",-107.0001,50.928,183,22.8915494090758,-1.33291303541098,0.786238145241332,1.01192710963107,-1208.26009841128,643.771730746421,-564.488367664858
"Long-billed curlew","154069","03-07-2017",-106.9078,51.024,184,8.39499122816155,0.217507948376239,0.792420046384579,1.03323613201999,132.233657900474,21.2285306064119,153.462188506886
"Long-billed curlew","154069","04-07-2017",-106.8204,50.9124,185,-13.6229826794667,-0.132733280875919,0.801809374276958,1.023988007906,-396.680885832002,4.17624603270076,-392.504639799301
"Long-billed curlew","154069","04-07-2017",-106.821,50.9138,185,-13.6229826794667,-0.134133280875923,0.801809374276958,1.023988007906,-396.775291624102,4.11935564241246,-392.65593598169
"Long-billed curlew","154069","05-07-2017",-102.1817,36.608,186,-23.4355696622854,-1.21748708271558,0.805993846337862,0.992685419949603,-1178.68469109784,753.433464816997,-425.25122628084
"Long-billed curlew","154069","07-07-2017",-102.2531,35.1435,188,9.9094409052245,1.46947846073774,0.79177422562677,0.972851746677297,919.251445879981,47.5811319689357,966.832577848917
"Long-billed curlew","154069","08-07-2017",-102.343,35.15,189,23.1918807485871,0.962544963848641,0.786110072175443,1.00255564910028,754.606234530817,42.9705198275565,797.576754358373
"Long-billed curlew","154069","19-07-2017",-103.4179,33.0752,200,-6.88699802497328,-0.692289855100863,0.798936886151375,0.966107827771039,-825.62586292033,20027.3562020137,19201.7303390934
"Long-billed curlew","154069","06-08-2017",-103.3604,33.0724,218,-23.1073568812946,1.20188544347327,0.805853883531469,0.97558850714503,871.991646242677,46.9461827500019,918.937828992679
"Long-billed curlew","154069","25-08-2017",-103.3379,33.0375,237,-23.4137616574536,1.4733902196322,0.805984546549021,0.972317251941618,935.64799334126,48.4440790645495,984.09207240581
"Long-billed curlew","154069","13-09-2017",-103.1903,32.9061,256,-23.4078662190443,1.33609478122287,0.805982032502791,0.96967137115613,909.066571631422,47.9133777038192,956.979949335241
"Long-billed curlew","154069","26-09-2017",-103.4204,33.0046,269,-23.0205506489127,1.04727921109132,0.805816865948364,0.966021272089799,793.146343552586,45.2583575699499,838.404701122535
"Long-billed curlew","154069","01-10-2017",-103.2144,33.1311,274,-9.33202259426397,0.0516217708017664,0.799979540551925,0.991514643508264,4.50411329465739,13.1321056764334,17.6362189710908
"Long-billed curlew","154069","06-10-2017",-103.1904,33.1281,279,18.991028036178,9.49773320565362e-05,0.787901480581587,1.02916477837644,0,10.3064796806252,10.3064796806252
"Long-billed curlew","154069","06-10-2017",-103.1978,33.1361,279,18.991028036178,-0.00790502266793903,0.787901480581587,1.02916477837644,-121555772.673091,9.90229630532071,-121555762.770794
"Long-billed curlew","154069","09-10-2017",-103.0411,32.9125,282,-21.1833096029549,-0.882061834866477,0.805033394286974,0.968660854284103,-973.93008443846,2178.43327013353,1204.50318569507
"Long-billed curlew","154072","21-03-2017",-97.3696,27.74,80,16.1965908712333,0.54783484120241,0.789093138221223,0.97083469482967,424.959992389789,33.8436331650331,458.803625554822
"Long-billed curlew","154072","26-03-2017",-97.3354,27.7152,85,-13.0612339587465,-1.50652578887406,0.801569822583687,1.00848436401109,-1256.19350420398,598.850826132048,-657.342678071927
"Long-billed curlew","154072","27-03-2017",-99.1782,33.4785,86,9.02921006999422,0.887345028082328,0.792149590588489,0.97687920115003,693.63214617192,42.0625238935389,735.694670065459
"Long-billed curlew","154072","29-03-2017",-101.7202,38.4516,88,16.3972891787754,-1.50763408069881,0.789007552589008,0.986954252871709,-1210.18261109254,589.326510279312,-620.856100813223
"Long-billed curlew","154072","01-04-2017",-101.0069,43.7187,91,-19.1822037529948,1.50174564559596,0.804180044244348,1.01734601952802,979.402410376255,48.3900241746606,1027.79243455092
"Long-billed curlew","154072","02-04-2017",-101.2928,43.8761,92,0.658081843128912,0.80651733340888,0.795719368083954,0.984765497051608,645.828596859306,40.7092225687979,686.537819428104
"Long-billed curlew","154072","03-04-2017",-101.0088,43.7072,93,19.9087650215907,0.236490076485858,0.787510121525974,0.966191506328441,139.917128639053,21.968141488171,161.885270127224
"Long-billed curlew","154072","10-04-2017",-101.3219,43.9385,100,23.4048195962448,-0.11332815542151,0.786019266696697,0.97214419966009,-372.899888845568,4.89523760243375,-368.004651243134
"Long-billed curlew","154072","10-04-2017",-101.3027,43.9144,100,23.4048195962448,-0.0892281554215134,0.786019266696697,0.97214419966009,-400.34917020399,5.95488582317477,-394.394284380815
"Long-billed curlew","154072","18-04-2017",-101.3204,43.9021,108,-2.25016216895028,-0.599168691898279,0.796959557428124,1.02334054273084,-791.737925141953,674263.497610914,673471.759685772
"Long-billed curlew","154072","21-04-2017",-101.309,43.9012,111,-2.04900181519645,-0.397108338144446,0.796873774761278,0.98038192591594,-578.052763242789,1.7032541861986e-05,-578.052746210247
"Long-billed curlew","154072","03-05-2017",-101.3173,43.9156,123,-17.1750910376992,-0.170365707301724,0.803324132638678,0.998345437287195,-400.149822513245,2.76438699084059,-397.385435522404
"Long-billed curlew","154074","23-03-2017",-97.3015,27.8877,82,9.28616855596253,1.3227718492936,0.792040013408971,0.996246833709472,914.418074981221,47.0104796515224,961.428554632743
"Long-billed curlew","154074","25-03-2017",-101.2294,37.8289,84,-23.4495846990442,0.0174279540432416,0.805999822899379,1.03228904172801,0.0114140766543428,11.4440689431501,11.4554830198044
"Long-billed curlew","154074","02-04-2017",-100.9321,37.551,92,0.658081843128912,0.764602640588468,0.795719368083954,0.984765497051608,614.563556708172,39.8196473388092,654.383204046981
"Long-billed curlew","154074","04-04-2017",-101.2499,37.6998,94,21.3223719884031,-0.901331583146912,0.786907304056118,0.978700888771048,-974.411455979304,1901.43390672528,927.022450745974
"Long-billed curlew","154074","07-06-2017",-105.0584,46.5408,158,17.9141175782153,-1.21844778731829,0.788360717450655,1.01603617798109,-1180.3771042586,735.920670747231,-444.456433511367
"Long-billed curlew","154074","22-06-2017",-105.2895,46.5868,173,-22.9023354920657,1.19669921370462,0.805766454367619,1.00731357913791,898.17979987143,46.8948992657947,945.074699137225
"Long-billed curlew","154074","24-06-2017",-105.1211,46.5841,175,4.30566021328814,-0.133061036750353,0.79416389756363,0.966764084026314,-370.959126982167,4.12320653349319,-366.835920448674
"Long-billed curlew","154074","27-06-2017",-105.0071,46.6648,178,-0.0249796265810031,-1.136686149529,0.796010652292785,1.03391479329112,-1177.95054864212,855.45714245829,-322.493406183825
"Long-billed curlew","154074","30-06-2017",-103.5464,39.5212,181,-4.25654056765847,1.36623974419627,0.797815155892392,0.966085134209752,903.390459625639,47.5810940624501,950.971553688089
"Long-billed curlew","154074","12-07-2017",-97.3172,27.8874,193,-18.6127003381665,-0.947006861114503,0.803937185645274,0.972671024630871,-1018.3443077913,1544.78186176224,526.437553970932
"Long-billed curlew","154074","09-09-2017",-97.3436,27.8567,252,15.2576376099907,1.53810455114473,0.789493544729215,1.0081936023797,954.861650030182,47.5481028792803,1002.40975290946
"Long-billed curlew","154074","23-09-2017",-97.3361,27.8726,266,21.8181074706062,1.34210354900906,0.786695902997609,1.03380838502875,947.524876178428,46.7986876388579,994.323563817286
"Long-billed curlew","154074","25-09-2017",-97.3229,27.9011,268,-16.4329669349884,1.21902654206356,0.803007661805965,0.982653098987837,881.665770675638,46.9276034645773,928.593374140216
"Long-billed curlew","154074","08-10-2017",-97.315,27.8957,281,-20.0806910796366,-0.718295051005239,0.80456319449025,0.971972154546823,-857.166584040374,12099.3735308145,11242.2069467741
"Long-billed curlew","154074","29-10-2017",-97.3356,27.9788,302,-5.96162091390588,-0.953698051213049,0.798542269046442,0.999248714944525,-1043.33265715287,1489.6581219418,446.325464788923
"Long-billed curlew","154074","24-11-2017",-97.3306,27.9367,328,5.71548042335826,-1.34072532528171,0.793562694915412,1.02543463616156,-1237.78982394998,645.458377495998,-592.331446453977
"Long-billed curlew","154074","25-11-2017",-97.3134,27.8712,329,22.1186340999878,1.04017691962751,0.786567746652457,1.03272832178628,823.73468630212,44.0861186679941,867.820804970115
"Long-billed curlew","154074","30-11-2017",-97.327,27.9034,334,-2.82994451239327,0.888214303290236,0.797206799365626,1.01811718998118,728.129401607321,42.3464921532115,770.475893760533
"Long-billed curlew","154074","06-12-2017",-97.3469,27.8658,340,-10.9980896645233,0.406018505349141,0.800690016914509,1.0093565388335,313.961222559392,29.4664880473529,343.427710606745
"Pacific loon","Alpine 01","27-03-2017",-234.6625,36.321,86,9.02921006999422,-0.588252374492536,0.792149590588489,0.97687920115003,-741.960981877045,1450843.33795474,1450101.37697286
"Pacific loon","Alpine 01","05-04-2017",-235.8366,36.5654,95,3.63239449089276,0.0537173535855872,0.794451004481496,1.01079257585167,5.23447037551754,13.1493449853619,18.3838153608794
"Pacific loon","Alpine 01","14-04-2017",-234.8038,36.8105,104,-15.219664868359,-0.193886084127422,0.802490262203991,1.00345391392569,-416.440981003615,2.00949275960005,-414.431488244015
"Pacific loon","Alpine 01","22-05-2017",-235.0484,37.6109,142,-18.9014303693602,1.53445893153885,0.804060311458149,0.993274338483855,957.952539503055,48.422506751217,1006.37504625427
"Pacific loon","Alpine 01","27-05-2017",-231.5987,38.8033,147,-17.6328659945176,1.45829455669621,0.80351934583988,1.03005135470609,986.397796385755,48.2593713024091,1034.65716768816
"Pacific loon","Alpine 01","29-05-2017",-228.7249,41.2331,149,-7.34543500916517,-0.11615112147662,0.799132381667021,0.97303336174834,-378.209282767628,4.85523431447514,-373.354048453153
"Pacific loon","Alpine 01","31-05-2017",-216.7889,46.9312,151,23.3700432235323,-0.000788125455794212,0.786034096706383,0.99239280769539,-3.63628576270146e+71,10.2374592433645,-3.63628576270146e+71
"Pacific loon","Alpine 01","05-06-2017",-208.3698,53.559,156,6.93473847559758,-1.07116804735041,0.793042755447506,0.966065242776171,-1066.02778890819,991.675861903355,-74.3519270048324
"Pacific loon","Alpine 01","09-06-2017",-195.3085,61.2423,160,-20.9266215049077,1.08328381522178,0.804923932411475,1.02058794774956,856.402285581571,45.6588072377959,902.061092819367
"Pacific loon","Alpine 01","12-06-2017",-179.7831,63.4266,163,18.6430475532499,0.769541030301894,0.788049873111621,0.975799658308385,606.778190783845,39.5429155352184,646.321106319064
"Pacific loon","Alpine 01","25-06-2017",-151.0136,70.3223,176,21.5976158536492,0.0299980157090437,0.786789929273497,0.98807385015089,0.417921352162491,11.8118090269161,12.2297303790786
"Pacific loon","Alpine 01","06-07-2017",-150.9947,70.306,187,-12.2512720228642,0.694933297265317,0.801224423037469,0.968107823158624,554.221157953729,38.4612759052485,592.682433858978
"Pacific loon","Alpine 01","25-08-2017",-151.2008,70.6677,237,-23.4137616574536,1.40447837655467,0.805984546549021,0.972317251941618,926.02011289251,48.2334398920977,974.253552784607
"Pacific loon","Alpine 01","27-08-2017",-151.5435,70.6457,239,10.3433913977488,-0.958748142749717,0.791589172111834,0.993570606115585,-1031.45777292834,1444.91878388573,413.461010957388
"Pacific loon","Alpine 01","29-08-2017",-151.0281,70.3176,241,15.3350202998746,0.00470826230402251,0.789460545714339,1.03303389191021,5.354361389301e-12,10.5611407199079,10.5611407199132
"Pacific loon","Alpine 01","31-08-2017",-150.9866,70.3273,243,-22.3208616443909,-0.0288216365079972,0.80551849110635,0.978935494649866,-2827.56912738593,9.0533859304594,-2818.51574145547
"Pacific loon","Alpine 01","03-09-2017",-151.0401,70.5955,246,20.6332962079781,1.26751766138015,0.787201153002994,1.01708739292889,911.523214429578,46.3726891262646,957.895903555843
"Pacific loon","Alpine 01","07-09-2017",-151.008,70.3295,250,-22.3519483393843,0.0044650584853851,0.805531747692701,0.966585304841489,1.07747824789689e-12,10.7635222311077,10.7635222311088
"Pacific loon","Alpine 01","09-09-2017",-151.3966,70.8216,252,15.2576376099907,0.586090952187957,0.789493544729215,1.0081936023797,475.769877643415,34.9989855434513,510.768863186867
"Pacific loon","Alpine 01","12-09-2017",-151.111,70.7493,255,-11.750229433541,0.752675886588528,0.801010758820273,0.996545066469933,616.753829114192,39.8178838814136,656.571712995606
"Pacific loon","Alpine 01","16-09-2017",-151.0294,70.3283,259,22.757958366744,-1.12434449738584,0.786295113702881,1.02785638799093,-1151.01006228245,866.905734327352,-284.104327955098
"Pacific loon","Alpine 01","16-09-2017",-151.0597,70.3363,259,22.757958366744,-1.11634449738585,0.786295113702881,1.02785638799093,-1147.20625352837,882.00350656428,-265.202746964088
"Pacific loon","Alpine 01","21-09-2017",-151,70.6798,264,-0.608140801229778,-0.60210609545943,0.796259335096473,0.9892083960552,-767.186803666629,559184.050617847,558416.86381418
"Pacific loon","Alpine 01","23-09-2017",-160.4261,71.3578,266,21.8181074706062,0.845006398751955,0.786695902997609,1.03380838502875,698.910025588154,41.0012394668419,739.911265054996
"Pacific loon","Alpine 01","28-09-2017",-165.9033,70.9007,271,13.1026966719935,0.321460763404645,0.790412496088702,1.01304669358233,229.182739153916,25.7542653133845,254.9370044673
"Pacific loon","Alpine 01","30-09-2017",-166.7018,70.2486,273,12.7866444348556,0.657508526266743,0.790547273162108,1.02312004738683,546.245069068611,37.0052955422182,583.250364610829
"Pacific loon","Alpine 01","04-10-2017",-168.0172,70.2734,277,5.24768344036071,-0.623067161048527,0.793762181901765,1.00375418493327,-794.148542079568,181271.730284226,180477.581742146
"Pacific loon","Alpine 01","06-10-2017",-169.6568,65.9881,279,18.991028036178,-1.44397848677001,0.787901480581587,1.02916477837644,-1253.54221524683,600.633373398881,-652.908841847952
"Pacific loon","Alpine 01","09-10-2017",-169.4663,66.0474,282,-21.1833096029549,0.836911629235585,0.805033394286974,0.968660854284103,664.456067113102,41.7990453519711,706.255112465073
"Pacific loon","Alpine 01","18-10-2017",-170.7513,65.4746,291,23.3146988816871,-0.25159970514936,0.786057697705038,1.0339880406999,-466.271886012258,0.670223861244583,-465.601662151013
"Pacific loon","Alpine 01","02-11-2017",-196.9996,58.598,306,-12.1641040925526,-0.0762693867822762,0.801187251212176,0.974766070396542,-448.021148914865,6.67577601545272,-441.345372899413
"Pacific loon","Alpine 01","11-11-2017",-200.5961,52.7801,315,-0.127071994064893,-1.0708932098333,0.79605418848361,1.0136004400537,-1122.58535142762,996.162264158447,-126.423087269172
"Pacific loon","Alpine 01","16-11-2017",-212.6238,47.7574,320,-22.92405380558,0.0043809001903245,0.805775715908563,0.973976581813072,6.09090367144833e-13,10.7624162746779,10.7624162746785
"Pacific loon","Alpine 01","04-12-2017",-217.1257,41.8004,338,-14.7713025057521,1.5477615856591,0.80229906290224,0.966383889386573,930.392044086574,48.3255065422763,978.71755062885
"Pacific loon","Alpine 03","15-03-2017",-235.4391,33.8456,74,21.2046903605934,1.49625730174749,0.78695748811915,0.967113479998688,910.697471004754,47.3448048626632,958.042275867417
"Pacific loon","Alpine 03","24-03-2017",-236.0706,33.7094,83,-12.8284941729062,-0.984800695854217,0.801470573208062,1.02640732338874,-1095.13866675137,1317.59283258536,222.454165833982
"Pacific loon","Alpine 03","09-04-2017",-236.3398,34.8312,99,14.1333369244357,-0.277510827230686,0.78997299065056,0.968544983755722,-460.544984160748,0.33500870314537,-460.209975457603
"Pacific loon","Alpine 03","16-04-2017",-235.9446,35.824,106,22.3670062822761,0.680173223430201,0.78646183100969,0.967806487634459,532.189509071543,37.389072548674,569.578581620217
"Pacific loon","Alpine 03","25-04-2017",-235.3065,36.6183,115,-15.372781736119,-0.154802951887427,0.802555557243548,1.03383906563138,-406.36024061925,3.31867506677947,-403.04156555247
"Pacific loon","Alpine 03","30-04-2017",-235.0009,36.8455,120,13.971615948887,-0.68806085081044,0.790041954819238,1.00643040029798,-847.04953814573,21771.6804825493,20924.6309444036
"Pacific loon","Alpine 03","02-05-2017",-235.311,36.9016,122,-22.7941466237438,-1.56531012125722,0.805720318389656,1.0276821529979,-1289.03361012121,597.855189165099,-691.178420956108
"Pacific loon","Alpine 03","11-05-2017",-235.3448,37.5868,131,16.5410934346078,-0.625354317058528,0.788946228812534,0.966642412229921,-762.025528964463,162316.978797337,161554.953268372
"Pacific loon","Alpine 03","16-05-2017",-227.4495,42.1395,136,-12.6589174067336,-0.179454031087783,0.801398259022061,0.984229818459036,-398.69383771141,2.4542426009012,-396.239595110509
"Pacific loon","Alpine 03","18-05-2017",-217.1313,46.0705,138,23.1158136266975,-0.607258528620927,0.786142510180513,0.979173359857133,-754.079881816235,405873.288210448,405119.208328632
"Pacific loon","Alpine 03","23-05-2017",-204.5027,54.352,143,1.13885646655872,-1.37686474920968,0.795514346922576,0.96832143970072,-1179.65344173936,629.527314777105,-550.126126962255
"Pacific loon","Alpine 03","25-05-2017",-203.9042,56.9892,145,21.1176455235587,-0.256761039841357,0.78699460745264,1.00195508586187,-456.726769289637,0.591970049289433,-456.134799240348
"Pacific loon","Alpine 03","27-05-2017",-188.8472,60.4742,147,-17.6328659945176,-1.13804598156766,0.80351934583988,1.03005135470609,-1185.25773469817,861.162562610888,-324.095172087283
"Pacific loon","Alpine 03","03-06-2017",-182.9475,62.3433,154,-23.3305188698658,-0.719979103853527,0.805949048558578,1.0122075057543,-895.568634285655,11769.1921717993,10873.6235375136
"Pacific loon","Alpine 03","05-06-2017",-171.7731,64.5127,156,6.93473847559758,0.541502567008763,0.793042755447506,0.966065242776171,419.468009601837,33.8174970056216,453.285506607459
"Pacific loon","Alpine 03","08-06-2017",-160.2166,70.2562,159,-2.72857117795733,-0.842656181402807,0.797163569798703,1.0338922537743,-1000.94471700491,2827.16436024443,1826.21964323952
"Pacific loon","Alpine 03","15-06-2017",-150.9683,70.309,166,-15.7328492153094,-0.351948758409962,0.802709104142989,1.02732836563017,-566.615795292135,0.00796084109560515,-566.60783445104
"Pacific loon","Alpine 03","24-07-2017",-151.0172,70.331,205,-23.3741122666581,1.02812898575919,0.805967638493244,0.987791537683564,800.69025814772,45.0117353031831,845.701993450903
"Pacific loon","Alpine 03","15-08-2017",-150.9605,70.323,227,21.7804815732469,-0.152167703888665,0.786711948156398,1.01248885850283,-389.118727186764,3.34983363244792,-385.768893554316
"Pacific loon","Alpine 03","29-08-2017",-151.0221,70.3299,241,15.3350202998746,0.0170082623040187,0.789460545714339,1.03303389191021,0.00908302147393903,11.1878081061323,11.1968911276062
"Pacific loon","Alpine 03","19-09-2017",-151.0089,70.3337,262,-21.3431170102051,-1.00016627069383,0.805101542435055,0.975173398657048,-1054.08129616907,1251.10365346232,197.022357293249
"Pacific loon","Alpine 03","26-09-2017",-151.0082,70.3352,269,-23.0205506489127,0.678767368013803,0.805816865948364,0.966021272089799,543.138971766544,38.2732909412401,581.412262707784
"Pacific loon","Alpine 03","28-09-2017",-154.3582,71.2484,271,13.1026966719935,-0.0262392365953583,0.790412496088702,1.01304669358233,-4074.49734197499,9.01234956453506,-4065.48499241046
"Pacific loon","Alpine 03","30-09-2017",-152.678,71.2157,273,12.7866444348556,-0.309591473733259,0.790547273162108,1.02312004738683,-516.13333286316,0.102620340123005,-516.030712523037
"Pacific loon","Alpine 03","02-10-2017",-160.0771,71.0975,275,-23.089749201303,1.51026592040406,0.805846374925929,0.967710637255974,934.132144903184,48.5030345491417,982.635179452326
"Pacific loon","Alpine 03","02-10-2017",-163.5305,70.3714,275,-23.089749201303,0.784165920404059,0.805846374925929,0.967710637255974,626.286187313805,40.7548751967791,667.041062510584
"Pacific loon","Alpine 03","05-10-2017",-166.1728,69.938,278,21.9541786949041,-0.710864825545904,0.786637876889167,1.03046346735169,-882.423217593011,13534.6678196281,12652.2446020351
"Pacific loon","Alpine 03","07-10-2017",-170.9921,66.651,280,-0.986960763013828,0.0937187108332699,0.796420878790198,1.00105212666216,25.4245165310762,15.2400862114594,40.6646027425356
"Pacific loon","Alpine 03","09-10-2017",-169.5831,66.2119,282,-21.1833096029549,1.00141162923559,0.805033394286974,0.968660854284103,769.400180044942,44.5861851172973,813.98636516224
"Pacific loon","Alpine 03","06-11-2017",-203.8481,50.8031,310,22.8691847278037,-1.23037771668307,0.786247682418847,1.03373927928472,-1202.17759490835,721.645704057375,-480.531890850971
"Pacific loon","Alpine 03","08-11-2017",-212.8459,49.1489,312,-4.1561035222938,-1.46872473806221,0.797772325595861,0.982138180290471,-1214.2481131528,602.342055209949,-611.906057942851
"Pacific loon","Alpine 03","21-11-2017",-215.0857,44.1376,325,-9.77142452714291,-1.06884691067847,0.800166918774901,0.971635840594041,-1080.63645514437,1006.74477135577,-73.8916837885948
"Pacific loon","Alpine 03","28-11-2017",-218.7107,45.2689,332,-20.324928317038,-1.19117891844728,0.804667346830293,0.966299240060323,-1135.55351894819,783.288488221555,-352.26503072663
"Pacific loon","Alpine 03","03-12-2017",-222.1054,42.5523,337,7.03219914699957,-0.608214663282188,0.793001194393604,0.986124274219745,-766.872307740974,387663.131064045,386896.258756304
"Pacific loon","Y-K 03","23-03-2017",-111.6216,28.3581,82,9.28616855596253,1.34842080429619,0.792040013408971,0.996246833709472,920.812470893284,47.1493512188923,967.961822112176
"Pacific loon","Y-K 03","01-04-2017",-111.3647,28.2045,91,-19.1822037529948,-1.307982377647,0.804180044244348,1.01734601952802,-1235.61112841446,673.816116806977,-561.795011607484
"Pacific loon","Y-K 03","06-04-2017",-111.3874,28.11,96,-17.311993679231,0.13109979782099,0.803382513296047,1.03296161846678,54.8586435124009,17.2849524951304,72.1435960075313
"Pacific loon","Y-K 03","13-04-2017",-112.8548,28.772,103,-23.2771043795164,-0.212825595284823,0.805926270524314,1.0303281655728,-443.68278883765,1.49620632177694,-442.186582515873
"Pacific loon","Y-K 03","15-04-2017",-114.6278,30.7965,105,6.47369439363547,0.760860704441086,0.793239362731925,0.973404149743838,602.769172833416,39.6132862586885,642.382459092105
"Pacific loon","Y-K 03","20-04-2017",-117.3949,33.1833,110,-20.6095093959536,-1.18506204186774,0.804788703367144,1.01276732632408,-1187.82288607791,791.325071833213,-396.497814244696
"Pacific loon","Y-K 03","22-04-2017",-120.7583,35.1047,112,18.3472902301344,-0.521349824878259,0.788175995637469,0.966033292347302,-673.00163984189,168166180008.387,168166179335.385
"Pacific loon","Y-K 03","24-04-2017",-122.1597,37.1169,114,6.27929537988547,0.9924744110115,0.79332226209813,1.01550294955111,789.587117954851,43.8098364022458,833.396954357097
"Pacific loon","Y-K 03","24-04-2017",-122.6724,37.73,114,6.27929537988547,1.5360182425783,0.79332226209813,1.01550294955111,966.371706195891,47.7770936266776,1014.14879982257
"Pacific loon","Y-K 03","29-04-2017",-124.299,46.9316,119,23.4164848803629,-0.0468297822863084,0.786014292161892,0.975380695312184,-788.467171984567,7.95040686878172,-780.516765115785
"Pacific loon","Y-K 03","03-05-2017",-132.0913,54.6992,123,-17.1750910376992,-1.1884563319289,0.803324132638678,0.998345437287195,-1170.15652133479,785.465023892679,-384.691497442108
"Pacific loon","Y-K 03","08-05-2017",-152.1842,57.538,128,-19.2976899877854,0.133330025164537,0.804229292105665,1.03209546073118,56.7288399138747,17.4161117189967,74.1449516328714
"Pacific loon","Y-K 03","10-05-2017",-158.8557,57.1216,130,-4.72875523432618,0.589298489325214,0.798016526752378,0.976441542054714,468.536833918187,35.4703366622498,504.007170580437
"Pacific loon","Y-K 03","12-05-2017",-162.9958,59.4589,132,22.9911004962325,0.339483987484851,0.78619569275214,0.98751209476454,239.189703914178,26.353355241619,265.543059155797
"Pacific loon","Y-K 03","15-05-2017",-165.568,60.8929,135,-23.4475123519264,-1.08820703179687,0.805998939169265,1.01682565549372,-1149.26623949421,965.142464521347,-184.123774972865
"Pacific loon","Y-K 03","19-05-2017",-165.3447,61.0729,139,16.0499061450537,0.530099622105663,0.789155690343261,1.01136162300945,426.579192754542,33.2968042252827,459.875996979825
"Pacific loon","Y-K 03","21-05-2017",-165.3326,61.0592,141,-22.0071532761839,0.185852043945599,0.805384713550611,1.02441077944796,103.127299580137,20.0542798279743,123.181579408112
"Pacific loon","Y-K 03","26-05-2017",-165.5323,60.9415,146,3.15633413793271,0.334298229343885,0.794654015292993,1.0296190116351,246.92475395012,26.4243557522781,273.349109702398
"Pacific loon","Y-K 03","04-06-2017",-165.6511,61.0506,155,-14.8504549413272,1.06796507162268,0.80233281660611,0.979893430739093,811.861817792654,45.3251965359959,857.18701432865
"Pacific loon","Y-K 03","20-06-2017",-165.1089,61.2143,171,13.5822875409836,-1.06267367162544,0.790207979726659,1.02714887032953,-1124.88532986828,1010.86691373936,-114.01841612892
